"","Curso","Ano","tot","A0","L01","L02","L05","L06","L09","L10","L13","L14"
"1","ADMINISTRACAO","SISU2013",513,367,38,44,40,24,NA,NA,NA,NA
"2","ADMINISTRACAO","SISU2014",467,290,41,63,37,36,NA,NA,NA,NA
"3","ADMINISTRACAO","SISU2015",577,282,66,112,56,61,NA,NA,NA,NA
"4","ADMINISTRACAO","SISU2016",545,254,62,98,48,83,NA,NA,NA,NA
"5","ADMINISTRACAO","SISU2017",480,208,63,87,42,80,NA,NA,NA,NA
"6","ADMINISTRACAO","SISU2018",437,184,56,68,51,64,4,2,4,4
"7","ADMINISTRACAO","SISU2019",352,133,51,73,47,40,3,3,1,1
"8","ADMINISTRACAO","SISU2020",238,95,33,46,24,36,1,2,0,1
"9","ADMINISTRACAO","SISU2021",249,112,31,48,26,28,2,1,0,1
"10","ADMINISTRACAO","SISU2022",246,104,28,56,30,26,1,0,1,0
"11","ADMINISTRACAO_DIURNO_RP","SISU2013",229,171,6,11,7,34,NA,NA,NA,NA
"12","ADMINISTRACAO_DIURNO_RP","SISU2014",221,152,11,22,16,20,NA,NA,NA,NA
"13","ADMINISTRACAO_DIURNO_RP","SISU2015",238,126,15,52,15,30,NA,NA,NA,NA
"14","ADMINISTRACAO_DIURNO_RP","SISU2016",241,104,34,38,29,36,NA,NA,NA,NA
"15","ADMINISTRACAO_DIURNO_RP","SISU2017",255,111,39,39,27,39,NA,NA,NA,NA
"16","ADMINISTRACAO_DIURNO_RP","SISU2018",195,87,27,24,21,30,4,0,1,1
"17","ADMINISTRACAO_DIURNO_RP","SISU2019",160,79,16,23,20,21,0,1,0,0
"18","ADMINISTRACAO_DIURNO_RP","SISU2020",138,65,22,18,12,20,0,0,1,0
"19","ADMINISTRACAO_DIURNO_RP","SISU2021",136,66,18,19,14,18,0,0,0,1
"20","ADMINISTRACAO_DIURNO_RP","SISU2022",79,48,7,9,7,7,0,0,0,1
"21","ADMINISTRACAO_FL","SISU2013",514,399,28,40,16,31,NA,NA,NA,NA
"22","ADMINISTRACAO_FL","SISU2014",432,295,36,48,27,26,NA,NA,NA,NA
"23","ADMINISTRACAO_FL","SISU2015",586,306,47,99,40,94,NA,NA,NA,NA
"24","ADMINISTRACAO_FL","SISU2016",566,271,68,94,55,78,NA,NA,NA,NA
"25","ADMINISTRACAO_FL","SISU2017",479,225,60,83,41,70,NA,NA,NA,NA
"26","ADMINISTRACAO_FL","SISU2018",412,210,39,64,34,53,2,3,5,2
"27","ADMINISTRACAO_FL","SISU2019",257,121,24,44,26,39,1,0,1,1
"28","ADMINISTRACAO_FL","SISU2020",254,103,40,49,27,31,1,1,1,1
"29","ADMINISTRACAO_FL","SISU2021",209,100,19,42,20,27,1,0,0,0
"30","ADMINISTRACAO_FL","SISU2022",141,65,24,19,15,18,0,0,0,0
"31","ADMINISTRACAO_NOTURNO_RP","SISU2013",390,343,11,23,NA,13,NA,NA,NA,NA
"32","ADMINISTRACAO_NOTURNO_RP","SISU2014",343,222,17,40,28,36,NA,NA,NA,NA
"33","ADMINISTRACAO_NOTURNO_RP","SISU2015",373,204,36,65,33,35,NA,NA,NA,NA
"34","ADMINISTRACAO_NOTURNO_RP","SISU2016",444,207,66,72,32,67,NA,NA,NA,NA
"35","ADMINISTRACAO_NOTURNO_RP","SISU2017",342,172,40,56,38,36,NA,NA,NA,NA
"36","ADMINISTRACAO_NOTURNO_RP","SISU2018",266,168,22,30,19,19,1,2,4,1
"37","ADMINISTRACAO_NOTURNO_RP","SISU2019",226,122,22,35,23,20,1,1,1,1
"38","ADMINISTRACAO_NOTURNO_RP","SISU2020",208,110,22,24,28,21,1,1,0,1
"39","ADMINISTRACAO_NOTURNO_RP","SISU2021",147,79,19,21,15,12,0,0,0,1
"40","ADMINISTRACAO_NOTURNO_RP","SISU2022",119,64,11,18,13,12,1,0,0,0
"41","AGRONEGOCIO","SISU2013",283,233,11,15,6,18,NA,NA,NA,NA
"42","AGRONEGOCIO","SISU2014",211,126,16,36,11,22,NA,NA,NA,NA
"43","AGRONEGOCIO","SISU2015",204,93,17,41,18,35,NA,NA,NA,NA
"44","AGRONEGOCIO","SISU2016",242,104,26,59,20,33,NA,NA,NA,NA
"45","AGRONEGOCIO","SISU2017",221,79,33,53,18,38,NA,NA,NA,NA
"46","AGRONEGOCIO","SISU2018",181,74,19,23,21,39,0,2,1,2
"47","AGRONEGOCIO","SISU2019",170,80,26,28,14,22,0,0,0,0
"48","AGRONEGOCIO","SISU2020",159,60,31,33,17,16,0,0,1,1
"49","AGRONEGOCIO","SISU2021",128,61,14,26,14,12,0,0,0,1
"50","AGRONEGOCIO","SISU2022",113,45,19,18,11,18,1,0,0,1
"51","AGRONOMIA","SISU2013",1431,1079,68,115,84,85,NA,NA,NA,NA
"52","AGRONOMIA","SISU2014",1415,915,132,143,119,106,NA,NA,NA,NA
"53","AGRONOMIA","SISU2015",1570,943,153,208,137,129,NA,NA,NA,NA
"54","AGRONOMIA","SISU2016",1549,812,162,279,150,146,NA,NA,NA,NA
"55","AGRONOMIA","SISU2017",1361,692,199,200,126,144,NA,NA,NA,NA
"56","AGRONOMIA","SISU2018",1183,624,143,165,118,99,9,7,12,6
"57","AGRONOMIA","SISU2019",654,311,96,91,72,79,0,1,1,3
"58","AGRONOMIA","SISU2020",747,324,103,127,103,80,4,1,2,3
"59","AGRONOMIA","SISU2021",689,324,93,102,89,69,2,2,3,5
"60","AGRONOMIA","SISU2022",580,264,73,83,80,76,2,2,0,0
"61","AGRONOMIA_FL","SISU2013",243,199,8,11,9,16,NA,NA,NA,NA
"62","AGRONOMIA_FL","SISU2014",191,119,7,32,14,19,NA,NA,NA,NA
"63","AGRONOMIA_FL","SISU2015",239,127,21,37,20,34,NA,NA,NA,NA
"64","AGRONOMIA_FL","SISU2016",256,88,37,66,34,31,NA,NA,NA,NA
"65","AGRONOMIA_FL","SISU2017",297,118,57,55,28,39,NA,NA,NA,NA
"66","AGRONOMIA_FL","SISU2018",217,109,21,32,12,38,2,2,0,1
"67","AGRONOMIA_FL","SISU2019",150,69,17,31,15,18,0,0,0,0
"68","AGRONOMIA_FL","SISU2020",156,72,20,24,22,15,1,1,0,1
"69","AGRONOMIA_FL","SISU2021",143,71,16,29,17,7,0,1,1,1
"70","AGRONOMIA_FL","SISU2022",121,55,16,18,20,11,0,0,0,1
"71","AGRONOMIA_RP","SISU2013",345,272,13,27,6,27,NA,NA,NA,NA
"72","AGRONOMIA_RP","SISU2014",302,202,21,25,24,30,NA,NA,NA,NA
"73","AGRONOMIA_RP","SISU2015",317,180,28,38,32,39,NA,NA,NA,NA
"74","AGRONOMIA_RP","SISU2016",360,185,45,60,31,39,NA,NA,NA,NA
"75","AGRONOMIA_RP","SISU2017",295,142,35,52,27,39,NA,NA,NA,NA
"76","AGRONOMIA_RP","SISU2018",299,152,38,36,34,30,4,2,2,1
"77","AGRONOMIA_RP","SISU2019",198,93,22,33,26,23,0,0,0,1
"78","AGRONOMIA_RP","SISU2020",215,92,32,33,31,25,1,1,0,0
"79","AGRONOMIA_RP","SISU2021",171,77,20,26,24,23,0,0,0,1
"80","AGRONOMIA_RP","SISU2022",133,68,16,14,19,16,0,0,0,0
"81","ARQUITETURA_E_URBANISMO","SISU2013",707,551,30,67,30,29,NA,NA,NA,NA
"82","ARQUITETURA_E_URBANISMO","SISU2014",466,284,37,50,45,50,NA,NA,NA,NA
"83","ARQUITETURA_E_URBANISMO","SISU2015",681,414,55,95,52,65,NA,NA,NA,NA
"84","ARQUITETURA_E_URBANISMO","SISU2016",523,245,78,84,54,62,NA,NA,NA,NA
"85","ARQUITETURA_E_URBANISMO","SISU2017",423,180,49,68,70,56,NA,NA,NA,NA
"86","ARQUITETURA_E_URBANISMO","SISU2018",344,163,47,53,30,41,1,2,4,3
"87","ARQUITETURA_E_URBANISMO","SISU2019",231,118,25,37,24,24,0,1,0,2
"88","ARQUITETURA_E_URBANISMO","SISU2020",238,112,34,38,23,27,1,1,1,1
"89","ARQUITETURA_E_URBANISMO","SISU2021",233,116,33,34,25,23,0,1,0,1
"90","ARQUITETURA_E_URBANISMO","SISU2022",207,96,32,26,32,21,0,0,0,0
"91","BIOQUIMICA","SISU2013",197,148,9,22,7,11,NA,NA,NA,NA
"92","BIOQUIMICA","SISU2014",169,104,13,18,17,17,NA,NA,NA,NA
"93","BIOQUIMICA","SISU2015",239,133,23,41,20,22,NA,NA,NA,NA
"94","BIOQUIMICA","SISU2016",140,75,13,24,11,17,NA,NA,NA,NA
"95","BIOQUIMICA","SISU2017",169,64,22,30,20,33,NA,NA,NA,NA
"96","BIOQUIMICA","SISU2018",190,94,22,27,12,28,1,3,1,2
"97","BIOQUIMICA","SISU2019",142,58,19,29,11,23,1,0,0,1
"98","BIOQUIMICA","SISU2020",144,59,19,26,18,18,2,1,0,1
"99","BIOQUIMICA","SISU2021",124,55,22,17,11,17,0,0,1,1
"100","BIOQUIMICA","SISU2022",116,64,13,17,5,16,0,0,0,1
"101","CIENCIA_DA_COMPUTACAO","SISU2013",234,177,12,24,8,13,NA,NA,NA,NA
"102","CIENCIA_DA_COMPUTACAO","SISU2014",234,131,26,31,21,25,NA,NA,NA,NA
"103","CIENCIA_DA_COMPUTACAO","SISU2015",325,184,46,43,19,33,NA,NA,NA,NA
"104","CIENCIA_DA_COMPUTACAO","SISU2016",228,95,31,46,21,35,NA,NA,NA,NA
"105","CIENCIA_DA_COMPUTACAO","SISU2017",218,102,26,37,26,27,NA,NA,NA,NA
"106","CIENCIA_DA_COMPUTACAO","SISU2018",178,84,20,30,14,22,2,3,1,2
"107","CIENCIA_DA_COMPUTACAO","SISU2019",138,58,22,24,12,18,1,1,1,1
"108","CIENCIA_DA_COMPUTACAO","SISU2020",136,61,17,25,15,13,1,2,0,2
"109","CIENCIA_DA_COMPUTACAO","SISU2021",129,64,16,18,18,10,0,1,0,2
"110","CIENCIA_DA_COMPUTACAO","SISU2022",155,73,18,27,19,17,0,0,0,1
"111","CIENCIA_DA_COMPUTACAO_FL","SISU2013",260,189,12,27,12,20,NA,NA,NA,NA
"112","CIENCIA_DA_COMPUTACAO_FL","SISU2014",191,140,6,20,14,11,NA,NA,NA,NA
"113","CIENCIA_DA_COMPUTACAO_FL","SISU2015",240,138,22,29,22,29,NA,NA,NA,NA
"114","CIENCIA_DA_COMPUTACAO_FL","SISU2016",237,113,30,47,21,26,NA,NA,NA,NA
"115","CIENCIA_DA_COMPUTACAO_FL","SISU2017",213,89,28,42,24,30,NA,NA,NA,NA
"116","CIENCIA_DA_COMPUTACAO_FL","SISU2018",177,91,25,15,20,24,0,1,1,0
"117","CIENCIA_DA_COMPUTACAO_FL","SISU2019",158,76,24,23,15,17,1,0,1,1
"118","CIENCIA_DA_COMPUTACAO_FL","SISU2020",156,72,26,22,18,14,3,1,0,0
"119","CIENCIA_DA_COMPUTACAO_FL","SISU2021",160,86,23,13,20,17,0,0,0,1
"120","CIENCIA_DA_COMPUTACAO_FL","SISU2022",163,84,22,16,27,14,0,0,0,0
"121","CIENCIA_E_TECNOLOGIA_DE_ALIMENTOS_RP","SISU2013",214,177,5,11,3,18,NA,NA,NA,NA
"122","CIENCIA_E_TECNOLOGIA_DE_ALIMENTOS_RP","SISU2014",203,133,12,34,8,16,NA,NA,NA,NA
"123","CIENCIA_E_TECNOLOGIA_DE_ALIMENTOS_RP","SISU2015",208,129,15,27,6,31,NA,NA,NA,NA
"124","CIENCIA_E_TECNOLOGIA_DE_ALIMENTOS_RP","SISU2016",209,111,26,32,15,25,NA,NA,NA,NA
"125","CIENCIA_E_TECNOLOGIA_DE_ALIMENTOS_RP","SISU2017",119,50,13,26,6,24,NA,NA,NA,NA
"126","CIENCIA_E_TECNOLOGIA_DE_ALIMENTOS_RP","SISU2018",104,56,7,20,11,8,0,0,0,2
"127","CIENCIA_E_TECNOLOGIA_DE_ALIMENTOS_RP","SISU2019",114,63,13,17,8,13,0,0,0,0
"128","CIENCIA_E_TECNOLOGIA_DE_ALIMENTOS_RP","SISU2020",118,56,15,22,13,10,1,0,0,1
"129","CIENCIA_E_TECNOLOGIA_DE_ALIMENTOS_RP","SISU2021",89,46,13,12,6,12,0,0,0,0
"130","CIENCIA_E_TECNOLOGIA_DE_ALIMENTOS_RP","SISU2022",52,28,9,7,4,4,0,0,0,0
"131","CIENCIA_E_TECNOLOGIA_DE_LATICINIOS","SISU2013",142,100,22,10,NA,10,NA,NA,NA,NA
"132","CIENCIA_E_TECNOLOGIA_DE_LATICINIOS","SISU2014",115,71,3,16,8,17,NA,NA,NA,NA
"133","CIENCIA_E_TECNOLOGIA_DE_LATICINIOS","SISU2015",180,91,17,36,12,24,NA,NA,NA,NA
"134","CIENCIA_E_TECNOLOGIA_DE_LATICINIOS","SISU2016",166,65,18,51,13,19,NA,NA,NA,NA
"135","CIENCIA_E_TECNOLOGIA_DE_LATICINIOS","SISU2017",161,61,18,46,14,22,NA,NA,NA,NA
"136","CIENCIA_E_TECNOLOGIA_DE_LATICINIOS","SISU2018",117,47,9,40,6,12,1,1,0,1
"137","CIENCIA_E_TECNOLOGIA_DE_LATICINIOS","SISU2019",146,61,19,32,10,23,0,1,0,0
"138","CIENCIA_E_TECNOLOGIA_DE_LATICINIOS","SISU2020",133,53,19,29,12,19,0,1,0,0
"139","CIENCIA_E_TECNOLOGIA_DE_LATICINIOS","SISU2021",86,40,12,11,11,11,0,1,0,0
"140","CIENCIA_E_TECNOLOGIA_DE_LATICINIOS","SISU2022",88,43,9,15,10,11,0,0,0,0
"141","CIENCIAS_BIOLOGICAS","SISU2013",240,192,7,14,10,17,NA,NA,NA,NA
"142","CIENCIAS_BIOLOGICAS","SISU2014",240,163,9,30,20,18,NA,NA,NA,NA
"143","CIENCIAS_BIOLOGICAS","SISU2015",287,149,32,45,27,34,NA,NA,NA,NA
"144","CIENCIAS_BIOLOGICAS","SISU2016",273,102,54,49,26,42,NA,NA,NA,NA
"145","CIENCIAS_BIOLOGICAS","SISU2017",244,110,34,37,32,31,NA,NA,NA,NA
"146","CIENCIAS_BIOLOGICAS","SISU2018",200,91,30,29,18,26,0,2,3,1
"147","CIENCIAS_BIOLOGICAS","SISU2019",195,88,32,34,15,23,1,1,0,1
"148","CIENCIAS_BIOLOGICAS","SISU2020",164,74,21,28,20,20,0,0,0,1
"149","CIENCIAS_BIOLOGICAS","SISU2021",169,76,25,29,20,17,1,0,0,1
"150","CIENCIAS_BIOLOGICAS","SISU2022",147,75,17,19,13,21,0,0,0,2
"151","CIENCIAS_BIOLOGICAS_RP","SISU2013",203,170,7,13,5,8,NA,NA,NA,NA
"152","CIENCIAS_BIOLOGICAS_RP","SISU2014",204,143,11,22,12,16,NA,NA,NA,NA
"153","CIENCIAS_BIOLOGICAS_RP","SISU2015",201,132,11,28,10,20,NA,NA,NA,NA
"154","CIENCIAS_BIOLOGICAS_RP","SISU2016",224,110,25,30,22,37,NA,NA,NA,NA
"155","CIENCIAS_BIOLOGICAS_RP","SISU2017",212,115,27,33,16,21,NA,NA,NA,NA
"156","CIENCIAS_BIOLOGICAS_RP","SISU2018",179,96,19,21,18,22,1,0,1,1
"157","CIENCIAS_BIOLOGICAS_RP","SISU2019",194,107,25,26,21,15,0,0,0,0
"158","CIENCIAS_BIOLOGICAS_RP","SISU2020",134,71,23,16,12,12,0,0,0,0
"159","CIENCIAS_BIOLOGICAS_RP","SISU2021",120,69,14,12,13,12,0,0,0,0
"160","CIENCIAS_BIOLOGICAS_RP","SISU2022",88,51,14,8,9,6,0,0,0,0
"161","CIENCIAS_CONTABEIS","SISU2013",392,308,16,44,9,15,NA,NA,NA,NA
"162","CIENCIAS_CONTABEIS","SISU2014",280,173,21,34,23,29,NA,NA,NA,NA
"163","CIENCIAS_CONTABEIS","SISU2015",430,218,47,70,28,67,NA,NA,NA,NA
"164","CIENCIAS_CONTABEIS","SISU2016",374,150,56,89,42,37,NA,NA,NA,NA
"165","CIENCIAS_CONTABEIS","SISU2017",323,124,40,61,46,52,NA,NA,NA,NA
"166","CIENCIAS_CONTABEIS","SISU2018",332,136,63,52,30,45,2,2,1,1
"167","CIENCIAS_CONTABEIS","SISU2019",254,113,30,49,19,39,1,1,1,1
"168","CIENCIAS_CONTABEIS","SISU2020",196,82,32,34,19,25,1,1,0,2
"169","CIENCIAS_CONTABEIS","SISU2021",191,78,28,35,24,24,1,0,0,1
"170","CIENCIAS_CONTABEIS","SISU2022",154,69,27,23,22,12,0,0,1,0
"171","CIENCIAS_CONTABEIS_RP","SISU2013",340,267,8,26,20,19,NA,NA,NA,NA
"172","CIENCIAS_CONTABEIS_RP","SISU2014",315,215,16,31,28,25,NA,NA,NA,NA
"173","CIENCIAS_CONTABEIS_RP","SISU2015",323,183,16,30,36,58,NA,NA,NA,NA
"174","CIENCIAS_CONTABEIS_RP","SISU2016",329,166,35,49,32,47,NA,NA,NA,NA
"175","CIENCIAS_CONTABEIS_RP","SISU2017",285,139,32,43,31,40,NA,NA,NA,NA
"176","CIENCIAS_CONTABEIS_RP","SISU2018",247,142,34,22,18,27,2,1,1,0
"177","CIENCIAS_CONTABEIS_RP","SISU2019",211,110,16,41,21,21,1,0,0,1
"178","CIENCIAS_CONTABEIS_RP","SISU2020",191,88,29,28,22,23,0,0,0,1
"179","CIENCIAS_CONTABEIS_RP","SISU2021",144,74,18,20,15,16,1,0,0,0
"180","CIENCIAS_CONTABEIS_RP","SISU2022",114,67,12,14,10,11,0,0,0,0
"181","CIENCIAS_ECONOMICAS","SISU2013",231,195,6,15,5,10,NA,NA,NA,NA
"182","CIENCIAS_ECONOMICAS","SISU2014",167,119,6,13,15,14,NA,NA,NA,NA
"183","CIENCIAS_ECONOMICAS","SISU2015",223,140,15,34,15,19,NA,NA,NA,NA
"184","CIENCIAS_ECONOMICAS","SISU2016",204,100,17,44,19,24,NA,NA,NA,NA
"185","CIENCIAS_ECONOMICAS","SISU2017",176,83,28,27,17,21,NA,NA,NA,NA
"186","CIENCIAS_ECONOMICAS","SISU2018",180,96,25,23,16,17,2,0,1,0
"187","CIENCIAS_ECONOMICAS","SISU2019",173,74,24,24,23,26,0,2,0,0
"188","CIENCIAS_ECONOMICAS","SISU2020",139,62,22,23,16,15,0,0,0,1
"189","CIENCIAS_ECONOMICAS","SISU2021",129,65,14,19,14,16,0,0,0,1
"190","CIENCIAS_ECONOMICAS","SISU2022",124,65,17,19,11,12,0,0,0,0
"191","CIENCIAS_SOCIAIS","SISU2013",318,220,17,35,18,28,NA,NA,NA,NA
"192","CIENCIAS_SOCIAIS","SISU2014",254,140,15,51,27,21,NA,NA,NA,NA
"193","CIENCIAS_SOCIAIS","SISU2015",336,144,33,89,28,42,NA,NA,NA,NA
"194","CIENCIAS_SOCIAIS","SISU2016",326,131,29,80,41,45,NA,NA,NA,NA
"195","CIENCIAS_SOCIAIS","SISU2017",250,98,29,57,22,44,NA,NA,NA,NA
"196","CIENCIAS_SOCIAIS","SISU2018",212,94,25,40,17,30,2,2,1,1
"197","CIENCIAS_SOCIAIS","SISU2019",267,94,33,58,28,50,2,1,1,0
"198","CIENCIAS_SOCIAIS","SISU2020",206,82,30,37,18,38,0,0,1,0
"199","CIENCIAS_SOCIAIS","SISU2021",168,79,18,35,13,22,1,0,0,0
"200","CIENCIAS_SOCIAIS","SISU2022",139,59,19,28,13,20,0,0,0,0
"201","COMUNICACAO_SOCIAL","SISU2013",295,214,16,37,17,11,NA,NA,NA,NA
"202","COMUNICACAO_SOCIAL","SISU2014",260,163,23,25,23,26,NA,NA,NA,NA
"203","COMUNICACAO_SOCIAL","SISU2015",302,162,41,49,22,28,NA,NA,NA,NA
"204","COMUNICACAO_SOCIAL","SISU2016",288,140,46,42,25,35,NA,NA,NA,NA
"205","COMUNICACAO_SOCIAL","SISU2017",245,108,29,43,25,40,NA,NA,NA,NA
"206","COMUNICACAO_SOCIAL","SISU2018",226,105,23,42,21,27,2,2,1,3
"207","COMUNICACAO_SOCIAL","SISU2019",170,77,17,36,14,23,0,1,1,1
"208","COMUNICACAO_SOCIAL","SISU2020",163,75,21,27,20,17,1,1,1,0
"209","COMUNICACAO_SOCIAL","SISU2021",162,79,18,25,22,15,0,1,1,1
"210","COMUNICACAO_SOCIAL","SISU2022",152,66,20,23,21,20,0,0,1,1
"211","COOPERATIVISMO","SISU2013",242,177,4,35,10,16,NA,NA,NA,NA
"212","COOPERATIVISMO","SISU2014",295,172,32,48,24,19,NA,NA,NA,NA
"213","COOPERATIVISMO","SISU2015",242,111,41,44,19,27,NA,NA,NA,NA
"214","COOPERATIVISMO","SISU2016",314,119,35,81,28,51,NA,NA,NA,NA
"215","COOPERATIVISMO","SISU2017",279,97,32,60,35,55,NA,NA,NA,NA
"216","COOPERATIVISMO","SISU2018",204,105,8,38,29,19,1,2,0,2
"217","COOPERATIVISMO","SISU2019",204,85,30,34,16,39,0,0,0,0
"218","COOPERATIVISMO","SISU2020",195,80,27,45,17,24,0,1,1,0
"219","COOPERATIVISMO","SISU2021",134,58,15,31,16,13,0,0,1,0
"220","COOPERATIVISMO","SISU2022",104,45,13,15,13,18,0,0,0,0
"221","DANCA","SISU2013",122,85,NA,18,NA,19,NA,NA,NA,NA
"222","DANCA","SISU2014",136,76,10,27,NA,23,NA,NA,NA,NA
"223","DANCA","SISU2015",165,81,6,46,9,23,NA,NA,NA,NA
"224","DANCA","SISU2016",171,72,18,51,7,23,NA,NA,NA,NA
